"Alkuaika UTC","Lopetusaika UTC","Alkuaika UTC+02:00","Lopetusaika UTC+02:00","Sähköntuotantoennuste - päivittyvä tuntienergiatieto"
"2021-01-20 00:00:00","2021-01-20 01:00:00","2021-01-20 02:00:00","2021-01-20 03:00:00","7954.788496"
"2021-01-20 01:00:00","2021-01-20 02:00:00","2021-01-20 03:00:00","2021-01-20 04:00:00","8032.065643"
"2021-01-20 02:00:00","2021-01-20 03:00:00","2021-01-20 04:00:00","2021-01-20 05:00:00","8047.958167"
"2021-01-20 03:00:00","2021-01-20 04:00:00","2021-01-20 05:00:00","2021-01-20 06:00:00","8428.412621"
"2021-01-20 04:00:00","2021-01-20 05:00:00","2021-01-20 06:00:00","2021-01-20 07:00:00","9193.860061"
"2021-01-20 05:00:00","2021-01-20 06:00:00","2021-01-20 07:00:00","2021-01-20 08:00:00","9856.308853"
"2021-01-20 06:00:00","2021-01-20 07:00:00","2021-01-20 08:00:00","2021-01-20 09:00:00","10024.68376"
"2021-01-20 07:00:00","2021-01-20 08:00:00","2021-01-20 09:00:00","2021-01-20 10:00:00","10255.716535"
"2021-01-20 08:00:00","2021-01-20 09:00:00","2021-01-20 10:00:00","2021-01-20 11:00:00","10194.730052"
"2021-01-20 09:00:00","2021-01-20 10:00:00","2021-01-20 11:00:00","2021-01-20 12:00:00","10013.185998"
"2021-01-20 10:00:00","2021-01-20 11:00:00","2021-01-20 12:00:00","2021-01-20 13:00:00","9960.957137"
"2021-01-20 11:00:00","2021-01-20 12:00:00","2021-01-20 13:00:00","2021-01-20 14:00:00","9889.842728"
"2021-01-20 12:00:00","2021-01-20 13:00:00","2021-01-20 14:00:00","2021-01-20 15:00:00","9763.981923"
"2021-01-20 13:00:00","2021-01-20 14:00:00","2021-01-20 15:00:00","2021-01-20 16:00:00","9793.53992"
"2021-01-20 14:00:00","2021-01-20 15:00:00","2021-01-20 16:00:00","2021-01-20 17:00:00","9949.578984"
"2021-01-20 15:00:00","2021-01-20 16:00:00","2021-01-20 17:00:00","2021-01-20 18:00:00","10117.062512"
"2021-01-20 16:00:00","2021-01-20 17:00:00","2021-01-20 18:00:00","2021-01-20 19:00:00","10173.462651"
"2021-01-20 17:00:00","2021-01-20 18:00:00","2021-01-20 19:00:00","2021-01-20 20:00:00","10185.077077"
"2021-01-20 18:00:00","2021-01-20 19:00:00","2021-01-20 20:00:00","2021-01-20 21:00:00","9895.174895"
"2021-01-20 19:00:00","2021-01-20 20:00:00","2021-01-20 21:00:00","2021-01-20 22:00:00","9490.585434"
"2021-01-20 20:00:00","2021-01-20 21:00:00","2021-01-20 22:00:00","2021-01-20 23:00:00","9196.196984"
"2021-01-20 21:00:00","2021-01-20 22:00:00","2021-01-20 23:00:00","2021-01-21 00:00:00","8921.771911"
"2021-01-20 22:00:00","2021-01-20 23:00:00","2021-01-21 00:00:00","2021-01-21 01:00:00","8731.014403"
"2021-01-20 23:00:00","2021-01-21 00:00:00","2021-01-21 01:00:00","2021-01-21 02:00:00","8691.122971"
"2021-01-21 00:00:00","2021-01-21 01:00:00","2021-01-21 02:00:00","2021-01-21 03:00:00","8697.163894"
"2021-01-21 01:00:00","2021-01-21 02:00:00","2021-01-21 03:00:00","2021-01-21 04:00:00","8773.626134"
"2021-01-21 02:00:00","2021-01-21 03:00:00","2021-01-21 04:00:00","2021-01-21 05:00:00","8921.330214"
"2021-01-21 03:00:00","2021-01-21 04:00:00","2021-01-21 05:00:00","2021-01-21 06:00:00","9080.940161"
"2021-01-21 04:00:00","2021-01-21 05:00:00","2021-01-21 06:00:00","2021-01-21 07:00:00","9690.702117"
"2021-01-21 05:00:00","2021-01-21 06:00:00","2021-01-21 07:00:00","2021-01-21 08:00:00","10352.186762"
"2021-01-21 06:00:00","2021-01-21 07:00:00","2021-01-21 08:00:00","2021-01-21 09:00:00","10598.534231"
"2021-01-21 07:00:00","2021-01-21 08:00:00","2021-01-21 09:00:00","2021-01-21 10:00:00","10636.036861"
"2021-01-21 08:00:00","2021-01-21 09:00:00","2021-01-21 10:00:00","2021-01-21 11:00:00","10608.557952"
"2021-01-21 09:00:00","2021-01-21 10:00:00","2021-01-21 11:00:00","2021-01-21 12:00:00","10591.843857"
"2021-01-21 10:00:00","2021-01-21 11:00:00","2021-01-21 12:00:00","2021-01-21 13:00:00","10613.441559"
"2021-01-21 11:00:00","2021-01-21 12:00:00","2021-01-21 13:00:00","2021-01-21 14:00:00","10601.409969"
"2021-01-21 12:00:00","2021-01-21 13:00:00","2021-01-21 14:00:00","2021-01-21 15:00:00","10639.142618"
"2021-01-21 13:00:00","2021-01-21 14:00:00","2021-01-21 15:00:00","2021-01-21 16:00:00","10570.217152"
"2021-01-21 14:00:00","2021-01-21 15:00:00","2021-01-21 16:00:00","2021-01-21 17:00:00","10734.995996"
"2021-01-21 15:00:00","2021-01-21 16:00:00","2021-01-21 17:00:00","2021-01-21 18:00:00","10740.536465"
"2021-01-21 16:00:00","2021-01-21 17:00:00","2021-01-21 18:00:00","2021-01-21 19:00:00","10854.537808"
"2021-01-21 17:00:00","2021-01-21 18:00:00","2021-01-21 19:00:00","2021-01-21 20:00:00","10792.778962"
"2021-01-21 18:00:00","2021-01-21 19:00:00","2021-01-21 20:00:00","2021-01-21 21:00:00","10543.056627"
"2021-01-21 19:00:00","2021-01-21 20:00:00","2021-01-21 21:00:00","2021-01-21 22:00:00","10384.168647"
"2021-01-21 20:00:00","2021-01-21 21:00:00","2021-01-21 22:00:00","2021-01-21 23:00:00","9980.595728"
"2021-01-21 21:00:00","2021-01-21 22:00:00","2021-01-21 23:00:00","2021-01-22 00:00:00","9860.920984"
"2021-01-21 22:00:00","2021-01-21 23:00:00","2021-01-22 00:00:00","2021-01-22 01:00:00","9591.472116"
"2021-01-21 23:00:00","2021-01-22 00:00:00","2021-01-22 01:00:00","2021-01-22 02:00:00","9206.176507"
"2021-01-22 00:00:00","2021-01-22 01:00:00","2021-01-22 02:00:00","2021-01-22 03:00:00","8956.167182"
"2021-01-22 01:00:00","2021-01-22 02:00:00","2021-01-22 03:00:00","2021-01-22 04:00:00","8852.4689"
"2021-01-22 02:00:00","2021-01-22 03:00:00","2021-01-22 04:00:00","2021-01-22 05:00:00","8928.145066"
"2021-01-22 03:00:00","2021-01-22 04:00:00","2021-01-22 05:00:00","2021-01-22 06:00:00","9157.287229"
"2021-01-22 04:00:00","2021-01-22 05:00:00","2021-01-22 06:00:00","2021-01-22 07:00:00","9316.890939"
"2021-01-22 05:00:00","2021-01-22 06:00:00","2021-01-22 07:00:00","2021-01-22 08:00:00","9955.089434"
"2021-01-22 06:00:00","2021-01-22 07:00:00","2021-01-22 08:00:00","2021-01-22 09:00:00","10252.869567"
"2021-01-22 07:00:00","2021-01-22 08:00:00","2021-01-22 09:00:00","2021-01-22 10:00:00","10308.288138"
"2021-01-22 08:00:00","2021-01-22 09:00:00","2021-01-22 10:00:00","2021-01-22 11:00:00","10333.142086"
"2021-01-22 09:00:00","2021-01-22 10:00:00","2021-01-22 11:00:00","2021-01-22 12:00:00","10273.399985"
"2021-01-22 10:00:00","2021-01-22 11:00:00","2021-01-22 12:00:00","2021-01-22 13:00:00","10251.126737"
"2021-01-22 11:00:00","2021-01-22 12:00:00","2021-01-22 13:00:00","2021-01-22 14:00:00","10200.64801"
"2021-01-22 12:00:00","2021-01-22 13:00:00","2021-01-22 14:00:00","2021-01-22 15:00:00","10165.835381"
"2021-01-22 13:00:00","2021-01-22 14:00:00","2021-01-22 15:00:00","2021-01-22 16:00:00","10142.486305"
"2021-01-22 14:00:00","2021-01-22 15:00:00","2021-01-22 16:00:00","2021-01-22 17:00:00","10215.898684"
"2021-01-22 15:00:00","2021-01-22 16:00:00","2021-01-22 17:00:00","2021-01-22 18:00:00","10507.117018"
"2021-01-22 16:00:00","2021-01-22 17:00:00","2021-01-22 18:00:00","2021-01-22 19:00:00","10515.796635"
"2021-01-22 17:00:00","2021-01-22 18:00:00","2021-01-22 19:00:00","2021-01-22 20:00:00","10410.706639"
"2021-01-22 18:00:00","2021-01-22 19:00:00","2021-01-22 20:00:00","2021-01-22 21:00:00","10083.271076"
"2021-01-22 19:00:00","2021-01-22 20:00:00","2021-01-22 21:00:00","2021-01-22 22:00:00","9597.861258"
"2021-01-22 20:00:00","2021-01-22 21:00:00","2021-01-22 22:00:00","2021-01-22 23:00:00","9375.192384"
"2021-01-22 21:00:00","2021-01-22 22:00:00","2021-01-22 23:00:00","2021-01-23 00:00:00","9494.482807"
"2021-01-22 22:00:00","2021-01-22 23:00:00","2021-01-23 00:00:00","2021-01-23 01:00:00","9290.712949"
"2021-01-22 23:00:00","2021-01-23 00:00:00","2021-01-23 01:00:00","2021-01-23 02:00:00","9082.632995"
"2021-01-23 00:00:00","2021-01-23 01:00:00","2021-01-23 02:00:00","2021-01-23 03:00:00","9073.636685"
"2021-01-23 01:00:00","2021-01-23 02:00:00","2021-01-23 03:00:00","2021-01-23 04:00:00","9132.887436"
"2021-01-23 02:00:00","2021-01-23 03:00:00","2021-01-23 04:00:00","2021-01-23 05:00:00","9105.402549"
"2021-01-23 03:00:00","2021-01-23 04:00:00","2021-01-23 05:00:00","2021-01-23 06:00:00","9119.091158"
"2021-01-23 04:00:00","2021-01-23 05:00:00","2021-01-23 06:00:00","2021-01-23 07:00:00","9393.271841"
"2021-01-23 05:00:00","2021-01-23 06:00:00","2021-01-23 07:00:00","2021-01-23 08:00:00","9316.089705"
"2021-01-23 06:00:00","2021-01-23 07:00:00","2021-01-23 08:00:00","2021-01-23 09:00:00","9496.698398"
"2021-01-23 07:00:00","2021-01-23 08:00:00","2021-01-23 09:00:00","2021-01-23 10:00:00","9602.875373"
"2021-01-23 08:00:00","2021-01-23 09:00:00","2021-01-23 10:00:00","2021-01-23 11:00:00","9746.53721"
"2021-01-23 09:00:00","2021-01-23 10:00:00","2021-01-23 11:00:00","2021-01-23 12:00:00","9774.519894"
"2021-01-23 10:00:00","2021-01-23 11:00:00","2021-01-23 12:00:00","2021-01-23 13:00:00","9741.949052"
"2021-01-23 11:00:00","2021-01-23 12:00:00","2021-01-23 13:00:00","2021-01-23 14:00:00","9747.13887"
"2021-01-23 12:00:00","2021-01-23 13:00:00","2021-01-23 14:00:00","2021-01-23 15:00:00","9744.044176"
"2021-01-23 13:00:00","2021-01-23 14:00:00","2021-01-23 15:00:00","2021-01-23 16:00:00","9738.303286"
"2021-01-23 14:00:00","2021-01-23 15:00:00","2021-01-23 16:00:00","2021-01-23 17:00:00","9803.418705"
"2021-01-23 15:00:00","2021-01-23 16:00:00","2021-01-23 17:00:00","2021-01-23 18:00:00","10119.524523"
"2021-01-23 16:00:00","2021-01-23 17:00:00","2021-01-23 18:00:00","2021-01-23 19:00:00","10158.605669"
"2021-01-23 17:00:00","2021-01-23 18:00:00","2021-01-23 19:00:00","2021-01-23 20:00:00","10097.65596"
"2021-01-23 18:00:00","2021-01-23 19:00:00","2021-01-23 20:00:00","2021-01-23 21:00:00","9826.810986"
"2021-01-23 19:00:00","2021-01-23 20:00:00","2021-01-23 21:00:00","2021-01-23 22:00:00","9652.232877"
"2021-01-23 20:00:00","2021-01-23 21:00:00","2021-01-23 22:00:00","2021-01-23 23:00:00","9450.813699"
"2021-01-23 21:00:00","2021-01-23 22:00:00","2021-01-23 23:00:00","2021-01-24 00:00:00","9114.464063"
"2021-01-23 22:00:00","2021-01-23 23:00:00","2021-01-24 00:00:00","2021-01-24 01:00:00","8867.043237"
"2021-01-23 23:00:00","2021-01-24 00:00:00","2021-01-24 01:00:00","2021-01-24 02:00:00","8700.609785"
"2021-01-24 00:00:00","2021-01-24 01:00:00","2021-01-24 02:00:00","2021-01-24 03:00:00","8515.591861"
"2021-01-24 01:00:00","2021-01-24 02:00:00","2021-01-24 03:00:00","2021-01-24 04:00:00","8366.381797"
"2021-01-24 02:00:00","2021-01-24 03:00:00","2021-01-24 04:00:00","2021-01-24 05:00:00","8175.881894"
"2021-01-24 03:00:00","2021-01-24 04:00:00","2021-01-24 05:00:00","2021-01-24 06:00:00","8135.795009"
"2021-01-24 04:00:00","2021-01-24 05:00:00","2021-01-24 06:00:00","2021-01-24 07:00:00","8280.812202"
"2021-01-24 05:00:00","2021-01-24 06:00:00","2021-01-24 07:00:00","2021-01-24 08:00:00","8327.092262"
"2021-01-24 06:00:00","2021-01-24 07:00:00","2021-01-24 08:00:00","2021-01-24 09:00:00","8436.930875"
"2021-01-24 07:00:00","2021-01-24 08:00:00","2021-01-24 09:00:00","2021-01-24 10:00:00","8459.034972"
"2021-01-24 08:00:00","2021-01-24 09:00:00","2021-01-24 10:00:00","2021-01-24 11:00:00","8534.726071"
"2021-01-24 09:00:00","2021-01-24 10:00:00","2021-01-24 11:00:00","2021-01-24 12:00:00","8613.3308"
"2021-01-24 10:00:00","2021-01-24 11:00:00","2021-01-24 12:00:00","2021-01-24 13:00:00","8729.668315"
"2021-01-24 11:00:00","2021-01-24 12:00:00","2021-01-24 13:00:00","2021-01-24 14:00:00","8679.621379"
"2021-01-24 12:00:00","2021-01-24 13:00:00","2021-01-24 14:00:00","2021-01-24 15:00:00","8521.471637"
"2021-01-24 13:00:00","2021-01-24 14:00:00","2021-01-24 15:00:00","2021-01-24 16:00:00","8551.780576"
"2021-01-24 14:00:00","2021-01-24 15:00:00","2021-01-24 16:00:00","2021-01-24 17:00:00","8580.428726"
"2021-01-24 15:00:00","2021-01-24 16:00:00","2021-01-24 17:00:00","2021-01-24 18:00:00","8779.374666"
"2021-01-24 16:00:00","2021-01-24 17:00:00","2021-01-24 18:00:00","2021-01-24 19:00:00","8942.970103"
"2021-01-24 17:00:00","2021-01-24 18:00:00","2021-01-24 19:00:00","2021-01-24 20:00:00","8949.018177"
"2021-01-24 18:00:00","2021-01-24 19:00:00","2021-01-24 20:00:00","2021-01-24 21:00:00","8948.013583"
"2021-01-24 19:00:00","2021-01-24 20:00:00","2021-01-24 21:00:00","2021-01-24 22:00:00","8804.55346"
"2021-01-24 20:00:00","2021-01-24 21:00:00","2021-01-24 22:00:00","2021-01-24 23:00:00","8598.391313"
"2021-01-24 21:00:00","2021-01-24 22:00:00","2021-01-24 23:00:00","2021-01-25 00:00:00","8524.068723"
"2021-01-24 22:00:00","2021-01-24 23:00:00","2021-01-25 00:00:00","2021-01-25 01:00:00","8222.74893"
"2021-01-24 23:00:00","2021-01-25 00:00:00","2021-01-25 01:00:00","2021-01-25 02:00:00","8089.628356"
"2021-01-25 00:00:00","2021-01-25 01:00:00","2021-01-25 02:00:00","2021-01-25 03:00:00","7958.15775"
"2021-01-25 01:00:00","2021-01-25 02:00:00","2021-01-25 03:00:00","2021-01-25 04:00:00","8104.713099"
"2021-01-25 02:00:00","2021-01-25 03:00:00","2021-01-25 04:00:00","2021-01-25 05:00:00","8187.521111"
"2021-01-25 03:00:00","2021-01-25 04:00:00","2021-01-25 05:00:00","2021-01-25 06:00:00","8422.793119"
"2021-01-25 04:00:00","2021-01-25 05:00:00","2021-01-25 06:00:00","2021-01-25 07:00:00","8825.963461"
"2021-01-25 05:00:00","2021-01-25 06:00:00","2021-01-25 07:00:00","2021-01-25 08:00:00","9430.964164"
"2021-01-25 06:00:00","2021-01-25 07:00:00","2021-01-25 08:00:00","2021-01-25 09:00:00","9945.174884"
"2021-01-25 07:00:00","2021-01-25 08:00:00","2021-01-25 09:00:00","2021-01-25 10:00:00","10108.253942"
"2021-01-25 08:00:00","2021-01-25 09:00:00","2021-01-25 10:00:00","2021-01-25 11:00:00","10110.49377"
"2021-01-25 09:00:00","2021-01-25 10:00:00","2021-01-25 11:00:00","2021-01-25 12:00:00","10074.822799"
"2021-01-25 10:00:00","2021-01-25 11:00:00","2021-01-25 12:00:00","2021-01-25 13:00:00","10017.108228"
"2021-01-25 11:00:00","2021-01-25 12:00:00","2021-01-25 13:00:00","2021-01-25 14:00:00","10060.003515"
"2021-01-25 12:00:00","2021-01-25 13:00:00","2021-01-25 14:00:00","2021-01-25 15:00:00","10098.411638"
"2021-01-25 13:00:00","2021-01-25 14:00:00","2021-01-25 15:00:00","2021-01-25 16:00:00","10090.625162"
"2021-01-25 14:00:00","2021-01-25 15:00:00","2021-01-25 16:00:00","2021-01-25 17:00:00","9971.667544"
"2021-01-25 15:00:00","2021-01-25 16:00:00","2021-01-25 17:00:00","2021-01-25 18:00:00","9952.568053"
"2021-01-25 16:00:00","2021-01-25 17:00:00","2021-01-25 18:00:00","2021-01-25 19:00:00","9976.672159"
"2021-01-25 17:00:00","2021-01-25 18:00:00","2021-01-25 19:00:00","2021-01-25 20:00:00","9938.770177"
"2021-01-25 18:00:00","2021-01-25 19:00:00","2021-01-25 20:00:00","2021-01-25 21:00:00","9743.002005"
"2021-01-25 19:00:00","2021-01-25 20:00:00","2021-01-25 21:00:00","2021-01-25 22:00:00","9461.743219"
"2021-01-25 20:00:00","2021-01-25 21:00:00","2021-01-25 22:00:00","2021-01-25 23:00:00","9051.644226"
"2021-01-25 21:00:00","2021-01-25 22:00:00","2021-01-25 23:00:00","2021-01-26 00:00:00","8737.221051"
"2021-01-25 22:00:00","2021-01-25 23:00:00","2021-01-26 00:00:00","2021-01-26 01:00:00","8379.949801"
"2021-01-25 23:00:00","2021-01-26 00:00:00","2021-01-26 01:00:00","2021-01-26 02:00:00","8284.70739"
"2021-01-26 00:00:00","2021-01-26 01:00:00","2021-01-26 02:00:00","2021-01-26 03:00:00","8172.380903"
"2021-01-26 01:00:00","2021-01-26 02:00:00","2021-01-26 03:00:00","2021-01-26 04:00:00","8073.666323"
"2021-01-26 02:00:00","2021-01-26 03:00:00","2021-01-26 04:00:00","2021-01-26 05:00:00","8038.06234"
"2021-01-26 03:00:00","2021-01-26 04:00:00","2021-01-26 05:00:00","2021-01-26 06:00:00","8229.939162"
"2021-01-26 04:00:00","2021-01-26 05:00:00","2021-01-26 06:00:00","2021-01-26 07:00:00","8658.638484"
"2021-01-26 05:00:00","2021-01-26 06:00:00","2021-01-26 07:00:00","2021-01-26 08:00:00","8983.71002"
"2021-01-26 06:00:00","2021-01-26 07:00:00","2021-01-26 08:00:00","2021-01-26 09:00:00","9290.470674"
"2021-01-26 07:00:00","2021-01-26 08:00:00","2021-01-26 09:00:00","2021-01-26 10:00:00","9404.780301"
"2021-01-26 08:00:00","2021-01-26 09:00:00","2021-01-26 10:00:00","2021-01-26 11:00:00","9363.408259"
"2021-01-26 09:00:00","2021-01-26 10:00:00","2021-01-26 11:00:00","2021-01-26 12:00:00","9265.024675"
"2021-01-26 10:00:00","2021-01-26 11:00:00","2021-01-26 12:00:00","2021-01-26 13:00:00","9199.57823"
"2021-01-26 11:00:00","2021-01-26 12:00:00","2021-01-26 13:00:00","2021-01-26 14:00:00","9201.07137"
"2021-01-26 12:00:00","2021-01-26 13:00:00","2021-01-26 14:00:00","2021-01-26 15:00:00","9105.459736"
"2021-01-26 13:00:00","2021-01-26 14:00:00","2021-01-26 15:00:00","2021-01-26 16:00:00","9236.291442"
"2021-01-26 14:00:00","2021-01-26 15:00:00","2021-01-26 16:00:00","2021-01-26 17:00:00","9376.977397"
"2021-01-26 15:00:00","2021-01-26 16:00:00","2021-01-26 17:00:00","2021-01-26 18:00:00","9498.400635"
"2021-01-26 16:00:00","2021-01-26 17:00:00","2021-01-26 18:00:00","2021-01-26 19:00:00","9601.405453"
"2021-01-26 17:00:00","2021-01-26 18:00:00","2021-01-26 19:00:00","2021-01-26 20:00:00","9561.1895"
"2021-01-26 18:00:00","2021-01-26 19:00:00","2021-01-26 20:00:00","2021-01-26 21:00:00","9400.10256"
"2021-01-26 19:00:00","2021-01-26 20:00:00","2021-01-26 21:00:00","2021-01-26 22:00:00","9146.764263"
"2021-01-26 20:00:00","2021-01-26 21:00:00","2021-01-26 22:00:00","2021-01-26 23:00:00","8928.288992"
"2021-01-26 21:00:00","2021-01-26 22:00:00","2021-01-26 23:00:00","2021-01-27 00:00:00","8630.090531"
"2021-01-26 22:00:00","2021-01-26 23:00:00","2021-01-27 00:00:00","2021-01-27 01:00:00","8412.991765"
"2021-01-26 23:00:00","2021-01-27 00:00:00","2021-01-27 01:00:00","2021-01-27 02:00:00","8150.730818"
"2021-01-27 00:00:00","2021-01-27 01:00:00","2021-01-27 02:00:00","2021-01-27 03:00:00","8131.79425"
"2021-01-27 01:00:00","2021-01-27 02:00:00","2021-01-27 03:00:00","2021-01-27 04:00:00","8188.192327"
"2021-01-27 02:00:00","2021-01-27 03:00:00","2021-01-27 04:00:00","2021-01-27 05:00:00","8237.675345"
"2021-01-27 03:00:00","2021-01-27 04:00:00","2021-01-27 05:00:00","2021-01-27 06:00:00","8313.81125"
"2021-01-27 04:00:00","2021-01-27 05:00:00","2021-01-27 06:00:00","2021-01-27 07:00:00","8684.79497"
"2021-01-27 05:00:00","2021-01-27 06:00:00","2021-01-27 07:00:00","2021-01-27 08:00:00","9159.002492"
"2021-01-27 06:00:00","2021-01-27 07:00:00","2021-01-27 08:00:00","2021-01-27 09:00:00","9511.002226"
"2021-01-27 07:00:00","2021-01-27 08:00:00","2021-01-27 09:00:00","2021-01-27 10:00:00","9727.711235"
"2021-01-27 08:00:00","2021-01-27 09:00:00","2021-01-27 10:00:00","2021-01-27 11:00:00","9820.978415"
"2021-01-27 09:00:00","2021-01-27 10:00:00","2021-01-27 11:00:00","2021-01-27 12:00:00","9768.851544"
"2021-01-27 10:00:00","2021-01-27 11:00:00","2021-01-27 12:00:00","2021-01-27 13:00:00","9654.804873"
"2021-01-27 11:00:00","2021-01-27 12:00:00","2021-01-27 13:00:00","2021-01-27 14:00:00","9544.527155"
"2021-01-27 12:00:00","2021-01-27 13:00:00","2021-01-27 14:00:00","2021-01-27 15:00:00","9569.122367"
"2021-01-27 13:00:00","2021-01-27 14:00:00","2021-01-27 15:00:00","2021-01-27 16:00:00","9635.980105"
"2021-01-27 14:00:00","2021-01-27 15:00:00","2021-01-27 16:00:00","2021-01-27 17:00:00","9632.922322"
"2021-01-27 15:00:00","2021-01-27 16:00:00","2021-01-27 17:00:00","2021-01-27 18:00:00","9795.713049"
"2021-01-27 16:00:00","2021-01-27 17:00:00","2021-01-27 18:00:00","2021-01-27 19:00:00","9944.75952"
"2021-01-27 17:00:00","2021-01-27 18:00:00","2021-01-27 19:00:00","2021-01-27 20:00:00","9929.112012"
"2021-01-27 18:00:00","2021-01-27 19:00:00","2021-01-27 20:00:00","2021-01-27 21:00:00","9778.325399"
"2021-01-27 19:00:00","2021-01-27 20:00:00","2021-01-27 21:00:00","2021-01-27 22:00:00","9615.604493"
"2021-01-27 20:00:00","2021-01-27 21:00:00","2021-01-27 22:00:00","2021-01-27 23:00:00","9402.688372"
"2021-01-27 21:00:00","2021-01-27 22:00:00","2021-01-27 23:00:00","2021-01-28 00:00:00","9079.805624"
"2021-01-27 22:00:00","2021-01-27 23:00:00","2021-01-28 00:00:00","2021-01-28 01:00:00","8678.570396"
"2021-01-27 23:00:00","2021-01-28 00:00:00","2021-01-28 01:00:00","2021-01-28 02:00:00","8242.374208"
"2021-01-28 00:00:00","2021-01-28 01:00:00","2021-01-28 02:00:00","2021-01-28 03:00:00","8210.075787"
"2021-01-28 01:00:00","2021-01-28 02:00:00","2021-01-28 03:00:00","2021-01-28 04:00:00","8169.283936"
"2021-01-28 02:00:00","2021-01-28 03:00:00","2021-01-28 04:00:00","2021-01-28 05:00:00","8164.774196"
"2021-01-28 03:00:00","2021-01-28 04:00:00","2021-01-28 05:00:00","2021-01-28 06:00:00","8299.133855"
"2021-01-28 04:00:00","2021-01-28 05:00:00","2021-01-28 06:00:00","2021-01-28 07:00:00","8731.279698"
"2021-01-28 05:00:00","2021-01-28 06:00:00","2021-01-28 07:00:00","2021-01-28 08:00:00","9162.016068"
"2021-01-28 06:00:00","2021-01-28 07:00:00","2021-01-28 08:00:00","2021-01-28 09:00:00","9553.938293"
"2021-01-28 07:00:00","2021-01-28 08:00:00","2021-01-28 09:00:00","2021-01-28 10:00:00","9673.999804"
"2021-01-28 08:00:00","2021-01-28 09:00:00","2021-01-28 10:00:00","2021-01-28 11:00:00","9638.746604"
"2021-01-28 09:00:00","2021-01-28 10:00:00","2021-01-28 11:00:00","2021-01-28 12:00:00","9628.908007"
"2021-01-28 10:00:00","2021-01-28 11:00:00","2021-01-28 12:00:00","2021-01-28 13:00:00","9581.552189"
"2021-01-28 11:00:00","2021-01-28 12:00:00","2021-01-28 13:00:00","2021-01-28 14:00:00","9651.150973"
"2021-01-28 12:00:00","2021-01-28 13:00:00","2021-01-28 14:00:00","2021-01-28 15:00:00","9456.561265"
"2021-01-28 13:00:00","2021-01-28 14:00:00","2021-01-28 15:00:00","2021-01-28 16:00:00","9402.995464"
"2021-01-28 14:00:00","2021-01-28 15:00:00","2021-01-28 16:00:00","2021-01-28 17:00:00","9508.674924"
"2021-01-28 15:00:00","2021-01-28 16:00:00","2021-01-28 17:00:00","2021-01-28 18:00:00","9626.466676"
"2021-01-28 16:00:00","2021-01-28 17:00:00","2021-01-28 18:00:00","2021-01-28 19:00:00","9841.205986"
"2021-01-28 17:00:00","2021-01-28 18:00:00","2021-01-28 19:00:00","2021-01-28 20:00:00","9667.606846"
"2021-01-28 18:00:00","2021-01-28 19:00:00","2021-01-28 20:00:00","2021-01-28 21:00:00","9554.06692"
"2021-01-28 19:00:00","2021-01-28 20:00:00","2021-01-28 21:00:00","2021-01-28 22:00:00","9350.423826"
"2021-01-28 20:00:00","2021-01-28 21:00:00","2021-01-28 22:00:00","2021-01-28 23:00:00","9036.279232"
"2021-01-28 21:00:00","2021-01-28 22:00:00","2021-01-28 23:00:00","2021-01-29 00:00:00","8782.699855"
"2021-01-28 22:00:00","2021-01-28 23:00:00","2021-01-29 00:00:00","2021-01-29 01:00:00","8534.223292"
"2021-01-28 23:00:00","2021-01-29 00:00:00","2021-01-29 01:00:00","2021-01-29 02:00:00","8228.154"
"2021-01-29 00:00:00","2021-01-29 01:00:00","2021-01-29 02:00:00","2021-01-29 03:00:00","8113.077428"
"2021-01-29 01:00:00","2021-01-29 02:00:00","2021-01-29 03:00:00","2021-01-29 04:00:00","8177.501833"
"2021-01-29 02:00:00","2021-01-29 03:00:00","2021-01-29 04:00:00","2021-01-29 05:00:00","8261.95246"
"2021-01-29 03:00:00","2021-01-29 04:00:00","2021-01-29 05:00:00","2021-01-29 06:00:00","8418.685775"
"2021-01-29 04:00:00","2021-01-29 05:00:00","2021-01-29 06:00:00","2021-01-29 07:00:00","8961.253122"
"2021-01-29 05:00:00","2021-01-29 06:00:00","2021-01-29 07:00:00","2021-01-29 08:00:00","9494.18496"
"2021-01-29 06:00:00","2021-01-29 07:00:00","2021-01-29 08:00:00","2021-01-29 09:00:00","9903.429303"
"2021-01-29 07:00:00","2021-01-29 08:00:00","2021-01-29 09:00:00","2021-01-29 10:00:00","10018.312323"
"2021-01-29 08:00:00","2021-01-29 09:00:00","2021-01-29 10:00:00","2021-01-29 11:00:00","10067.052523"
"2021-01-29 09:00:00","2021-01-29 10:00:00","2021-01-29 11:00:00","2021-01-29 12:00:00","9963.841862"
"2021-01-29 10:00:00","2021-01-29 11:00:00","2021-01-29 12:00:00","2021-01-29 13:00:00","9842.199093"
"2021-01-29 11:00:00","2021-01-29 12:00:00","2021-01-29 13:00:00","2021-01-29 14:00:00","9830.157328"
"2021-01-29 12:00:00","2021-01-29 13:00:00","2021-01-29 14:00:00","2021-01-29 15:00:00","9889.320548"
"2021-01-29 13:00:00","2021-01-29 14:00:00","2021-01-29 15:00:00","2021-01-29 16:00:00","9816.128442"
"2021-01-29 14:00:00","2021-01-29 15:00:00","2021-01-29 16:00:00","2021-01-29 17:00:00","9902.285831"
"2021-01-29 15:00:00","2021-01-29 16:00:00","2021-01-29 17:00:00","2021-01-29 18:00:00","10048.24094"
